State,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_MEN,UGDS_WOMEN
CA,0.423,0.072,0.376,0.149,0.019,0.007,0.048,0.498,0.502
