"","UNITID","INSTNM","STABBR","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","FIRST_GEN","MARRIED","CITY","ZIP","CONTROL","PCTFLOAN","HIGHDEG","PREDDEG","ICLEVEL","DEBT_MDN","MN_EARN_WNE_P10","GENDER_DIV","RACE_DIV","MARITAL_STATUS_DIV","FIRST_GEN_DIV","DIV_SCORE"
"143",117867,"Los Angeles Mission College","CA",0.3953,0.6047,0.1115,0.0318,0.7599,0.0527,0.0015,7e-04,0.01,0.7049486461,0.1417541692,"Sylmar","91342-3200",1,0.0308,2,2,2,8000,32200,0.957810164962639,0.242087069431605,0.999487150578978,0.92831888773672,0.781925818177486
"40",110644,"University of California-Davis","CA",0.4238,0.5762,0.2967,0.0209,0.1834,0.342,0.0017,0.0049,0.0539,0.4136546185,0.0246010638,"Davis","95616-8678",1,0.4191,4,3,1,12999,66000,0.977977087633402,0.560265464597775,0.894641079795448,0.98070596256381,0.853397398647609
"73",112570,"Columbia College-Hollywood","CA",0.5798,0.4202,0.4365,0.1889,0.2085,0.0326,0,0,0.0554,0.3945945946,0.0458715596,"Tarzana","91356-1411",2,0.7229,3,3,1,23192.5,35400,0.973234611753788,0.617077873094071,0.927224719572411,0.972606405287287,0.872535902426889
"26",110486,"California State University-Bakersfield","CA",0.3892,0.6108,0.1835,0.0638,0.5186,0.0678,0.006,7e-04,0.028,0.5885152284,0.0802683897,"Bakersfield","93311-1099",1,0.4069,4,3,1,11000,47700,0.952649482391718,0.742231529361268,0.967196860254669,0.988933736159248,0.912752902041726
"253",125091,"Victor Valley College","CA",0.4297,0.5703,0.3124,0.1183,0.4858,0.0222,0.0036,0.0028,0.0463,0.567694622,0.1309593023,"Victorville","92395-5850",1,0,2,2,2,6000,32400,0.981340141442263,0.786274518257317,0.997452950977909,0.994203998762415,0.939817902359976
"214",122597,"San Francisco State University","CA",0.4357,0.5643,0.2195,0.0477,0.2486,0.2851,0.0024,0.0065,0.0575,0.4696435089,0.0387241414,"San Francisco","94132",1,0.3818,4,3,1,14479,51900,0.984474591593466,0.709994608718608,0.916946341706663,0.996310112073635,0.901931413523093
"243",123651,"Vanguard University of Southern California","CA",0.3395,0.6605,0.458,0.0417,0.3617,0.0402,0.0031,0.0077,0.0505,0.3595505618,0.0929292929,"Costa Mesa","92626",2,0.8094,4,3,1,19500,44600,0.899509392150274,0.890857008682265,0.977952255454472,0.954019626095054,0.930584570595516
"203",121983,"Argosy University-San Francisco Bay Area","CA",0.2741,0.7259,0.2667,0.4,0.163,0.0593,0.0296,0.0444,0,0.5099347495,0.1975711015,"Alameda","94501",3,0.7024,4,3,1,10000,41300,0.799471951551225,-0.980375005900324,0.985307305289883,0.999979756421547,0.451096001840583
"89",114080,"Marinello Schools of Beauty-Moreno Valley","CA",0.0659,0.9341,0.2093,0.1628,0.5465,0.031,0.0155,0.0039,0.0155,0.5448916409,0.1291028446,"Moreno Valley","92553",3,0.7851,1,1,3,8026,17800,0.253146410342565,0.582742707602056,0.996947102349201,0.998037571124799,0.707718447854655
"241",123581,"Pinnacle College","CA",0.9138,0.0862,0.3276,0.2471,0.3276,0.0345,0.0057,0,0.046,0.4139784946,0.092920354,"Alhambra","91803",3,0.677,1,1,2,13000,33900,0.308430374885998,0.442038981964079,0.977945413144422,0.980831359696566,0.677311532422766
"262",244011,"ITT Technical Institute-Sylmar","CA",0.7562,0.2438,0.229,0.0906,0.5091,0.0956,0.0049,0.0066,0.0214,0.4972857507,0.2337406569,"Sylmar","91342-3664",3,0.7738,3,2,1,13566,42800,0.733326773228372,0.814739659421681,0.954017663877175,0.999509074179081,0.875398292676577
"233",123457,"Simpson University","CA",0.3408,0.6592,0.6207,0.0282,0.1211,0.0347,0.0254,9e-04,0.0338,0.4027355623,0.2217573222,"Redding","96003-8606",2,0.9336,4,3,1,16300.5,37900,0.901151058416935,0.608798091116607,0.966309503738401,0.976239134409493,0.863124446920359
"60",111887,"Cerritos College","CA",0.4536,0.5464,0.0777,0.0518,0.6792,0.0917,0.0213,0.0045,0.0158,0.6185751688,0.0734779566,"Norwalk","90650-6298",1,0.0388,2,2,2,3500,35000,0.992114433830941,0.423157290552825,0.960551019822893,0.978344247746417,0.838541747988269
"24",110422,"California Polytechnic State University-San Luis Obispo","CA",0.5409,0.4591,0.5872,0.007,0.1516,0.1185,0.0016,0.002,0.0703,0.2634491919,0.0111754967,"San Luis Obispo","93407",1,0.3391,4,3,1,16500,67400,0.992638242211875,0.707546850664893,0.870980579867343,0.878488849658213,0.862413630600581
"268",262369,"Adrian's College of Beauty Turlock","CA",0.0226,0.9774,0.4361,0.0301,0.4962,0,0,0.0075,0.0301,0.5714285714,0.156462585,"Turlock","95380",3,0.7418,1,1,3,9500,12900,0.095964895438327,0.762074269461331,0.999767055697811,0.993383164075106,0.712797346168144
"289",378105,"Central Coast College","CA",0.1196,0.8804,0.0833,0.0109,0.8333,0.0181,0.0072,0.0072,0.0072,0.7640449438,0.131147541,"Salinas","93901-3301",3,0.3813,1,1,3,5477,30000,0.427244595913535,-0.0378459570972747,0.99750168564156,0.877339193463302,0.566059879480281
"154",118347,"College of Marin","CA",0.412,0.588,0.5385,0.0682,0.2305,0.0699,0.0024,0.0024,0.0517,0.4647177419,0.090541633,"Kentfield","94904-2590",1,0.0925,2,2,2,10062.5,39100,0.970415526648426,0.852155117225166,0.976086885600486,0.995427448237464,0.948521244427886
"219",122746,"San Jose City College","CA",0.4424,0.5576,0.1748,0.066,0.4204,0.2367,0.0051,0.0059,0.0418,0.5979081929,0.1331309627,"San Jose","95128-2798",1,0.0216,2,2,2,5000,34300,0.987634362149794,0.785860850342991,0.997986577681482,0.986003084499342,0.939371218668402
"322",431141,"Institute of Technology Inc","CA",0.4412,0.5588,0.3779,0.0477,0.3067,0.0235,0.0067,7e-04,0.0242,0.5640194489,0.2323117669,"Clovis","93612",3,0.6949,2,1,2,9500,28800,0.987094833517336,0.843077795182599,0.955583519719554,0.994958849423121,0.945178749460653
"176",119553,"National Holistic Institute","CA",0.3367,0.6633,0.4122,0.0933,0.1889,0.0689,0.0111,0.0278,0.1522,0.4606060606,0.1463210702,"Emeryville","94608-2008",3,0.8004,1,1,3,9500,35700,0.895927574841197,0.565969096804019,0.999881719363178,0.994618250373564,0.86409916034549
"158",118772,"Merritt College","CA",0.3404,0.6596,0.1896,0.2961,0.2422,0.1513,0.0041,0.0053,0.0491,0.5377113134,0.1056724611,"Oakland","94619-3196",1,0.0443,2,1,2,8970,39700,0.900647370357926,0.11393374219834,0.986627098405515,0.998825167868882,0.750008344707666
"61",111920,"Chabot College","CA",0.4697,0.5303,0.1845,0.1204,0.3646,0.2339,0.0026,0.017,0.0586,0.5564689064,0.1188829787,"Hayward","94545",1,0.0162,2,2,2,7100,39800,0.99679638874222,0.753487158758253,0.993342553943706,0.996344495604097,0.934992649262069
"380",458186,"Brightwood College-Chula Vista","CA",0.1756,0.8244,0.0394,0.1147,0.7563,0.0466,0,0.0179,0,0.487704918,0.2664092664,"Chula Vista","91910",3,0.5822,2,1,2,9476.5,39000,0.584226307620922,0.087810385118396,0.910818171959791,0.998737522958609,0.64539809691443
"260",126119,"Yuba College","CA",0.4027,0.5973,0.4294,0.0383,0.3044,0.1137,0.012,0.004,0.061,0.5696155282,0.1782380397,"Marysville","95901",1,0,2,2,2,4500,32800,0.96367105873694,0.954746712419674,0.994904122285437,0.993788512422209,0.976777601466065
"293",381325,"CET-Santa Maria","CA",0.2276,0.7724,0.069,0.0207,0.8759,0.0069,0,0,0.0276,0.6605664488,0.2064714946,"Santa Maria","93458",2,0.3563,1,1,3,5278,24900,0.707530680490888,-0.167623785520491,0.979219962154627,0.957655706057756,0.619195640795695
"14",109819,"Bakersfield College","CA",0.442,0.558,0.2298,0.04,0.6473,0.0377,0.0042,0.0011,0.032,0.6388429752,0.0887928966,"Bakersfield","93305-1299",1,0.0328,2,2,2,7750,34900,0.987455799292789,0.596808110380042,0.974672627677662,0.969216566395696,0.882038275936547
"337",437936,"Carrington College-San Jose","CA",0.123,0.877,0.241,0.0186,0.4845,0.1839,0.0112,0.0298,0.0261,0.5172798216,0.1471196455,"San Jose","95138",3,0.6076,2,1,2,12117,31100,0.437490999855998,0.75514709469848,0.999922251967245,0.999966889446375,0.798131808992024
"303",399869,"Southern California Institute of Technology","CA",0.9506,0.0494,0.23,0.0798,0.4753,0.1635,0.0019,0.019,0.0228,0.5820610687,0.2551928783,"Anaheim","92801-3758",3,0.5262,3,1,1,9500,32200,0.180599849597594,0.834268688501413,0.927248563479988,0.99074815144895,0.733216313256986
"138",117724,"Los Angeles Trade Technical College","CA",0.5403,0.4597,0.0637,0.2133,0.6047,0.0472,0.0027,0.0023,0.0202,0.6194180351,0.08125,"Los Angeles","90015-4181",1,0.049,2,1,2,4500,31400,0.992842725483608,0.175608365596926,0.968106890475075,0.97799656543793,0.778638636748385
"210",122384,"San Diego Miramar College","CA",0.5644,0.4356,0.3785,0.0488,0.2375,0.2268,0.0036,0.0087,0.0616,0.487804878,0.2040410732,"San Diego","92126-2999",1,0.023,2,1,2,3500,42200,0.982363877822045,0.87945499703597,0.980986681954669,0.998747419623917,0.96038824410915
"53",111638,"Casa Loma College-Van Nuys","CA",0.2668,0.7332,0.2197,0.1435,0.4888,0.1368,0,0.0022,0.0067,0.5059382423,0.152854512,"Van Nuys","91405",2,0.7281,2,1,2,14820,49900,0.786182818925103,0.738622004887645,0.999964439569465,0.999898428462323,0.881166922961134
"358",447120,"Brightwood College-Fresno","CA",0.1477,0.8523,0.2424,0.0189,0.6591,0.0417,0.0076,0,0,0.6077694236,0.175470009,"Clovis","93612",3,0.5822,2,1,2,8801,22000,0.509151786428583,0.531467895187777,0.995871778036451,0.982556328202117,0.754761946963732
"344",440299,"Everest College-Ontario Metro","CA",0.4,0.6,0.1486,0.0931,0.6139,0.05,0,0.0139,0.0653,0.5629791895,0.216730038,"Ontario","91761",3,0.8181,3,2,1,13283,27600,0.961583385334165,0.567475785231783,0.970898146213534,0.995162951247368,0.873780067006713
"288",377759,"Capstone College","CA",0.9,0.1,0.2,0.125,0.575,0.05,0.025,0.025,0,0.7169811321,0.1975308642,"Pasadena","91103",3,0.8627,1,1,3,7146.5,27200,0.353573657178515,0.576142680228583,0.985332435529628,0.91904255682201,0.708522832439684
"132",117627,"La Sierra University","CA",0.4202,0.5798,0.148,0.0735,0.4323,0.1543,0.0029,0.0185,0.0385,0.3965341488,0.0294882914,"Riverside","92515-8247",2,0.695,4,3,1,14500,46000,0.975788252612042,0.778151996949019,0.90265955255204,0.973495328148863,0.907523782565491
"342",439871,"PCI College","CA",0.1489,0.8511,0.2021,0.117,0.5851,0.0426,0.0106,0,0,0.5802469136,0.137254902,"Cerritos","90703",3,0.6345,1,1,2,12000,43600,0.512508960143362,0.605538760436212,0.998827461333043,0.991228922106127,0.777026026004686
"295",381945,"Los Angeles ORT College-Van Nuys Campus","CA",0.3565,0.6435,0.7161,0.0063,0.2492,0.0284,0,0,0,0.6560509554,0.4837905237,"Van Nuys","91411",2,0.354,2,2,2,6764,27200,0.919909718555497,0.522583042446095,0.262290434781039,0.960210194576509,0.666248347589785
"99",114813,"Fresno Pacific University","CA",0.3121,0.6879,0.3681,0.0541,0.4184,0.0388,0.0104,0.0069,0.02,0.4746932515,0.2896379526,"Fresno","93702-4709",2,0.6761,4,3,1,16500,41300,0.861762548200771,0.881912247721647,0.871476565216143,0.997116827234082,0.903067047093161
"76",113096,"Cosumnes River College","CA",0.4338,0.5662,0.2532,0.1327,0.2358,0.2701,0.0055,0.0192,0.0591,0.5077508043,0.1345818815,"Sacramento","95823-5799",1,0.0483,2,2,2,5500,32100,0.983513176210819,0.696542908992354,0.998308187086847,0.999943027734096,0.919576825006029
"104",115010,"Glendale Career College","CA",0.237,0.763,0.1792,0.0578,0.5578,0.1301,0,0.0029,0,0.5464480874,0.1896758703,"Glendale","91203",3,0.7213,1,1,2,9500,31100,0.727511640186243,0.696981992660742,0.989826317232793,0.997840348111463,0.85304007454781
"163",118967,"Brightwood College-North Hollywood","CA",0.4422,0.5578,0.2404,0.0476,0.5141,0.1375,0.0039,0.0231,0,0.5804540967,0.1402616279,"North Hollywood","91606-3231",3,0.6766,1,1,2,9400.5,39400,0.987545240723852,0.764266142155659,0.999298122230566,0.991174665152565,0.93557104256566
"46",110714,"University of California-Santa Cruz","CA",0.4722,0.5278,0.3465,0.0196,0.3155,0.2035,0.0015,0.0017,0.074,0.3845369237,0.0106086957,"Santa Cruz","95064-1011",1,0.5458,4,3,1,16500,49300,0.997337397398358,0.884145455327446,0.869928997509906,0.967761703769001,0.929793388501178
"275",368771,"Hypnosis Motivation Institute","CA",0.28,0.72,0.6,0.0667,0.1467,0.04,0.0133,0,0.1333,0.3604651163,0.2666666667,"Tarzana","91356-4159",2,0.7845,1,1,3,9500,31000,0.809900958415335,0.545676158382519,0.910421499315035,0.954565516639884,0.805141033188193
"13",109785,"Azusa Pacific University","CA",0.3535,0.6465,0.4714,0.0448,0.2614,0.0912,0.0019,0.0095,0.0738,0.3616438356,0.1867158672,"Azusa","91702-7000",2,0.5172,4,3,1,18500,53300,0.916477663642618,0.896685758410794,0.991307100462,0.955264276888671,0.939933699851021
"292",381282,"CET-Oxnard","CA",0.605,0.395,0.0588,0,0.916,0.0252,0,0,0,0.6605664488,0.2064714946,"Oxnard","93030",2,0.3238,1,1,3,5278,24900,0.954203267252276,-0.337967545337712,0.979219962154627,0.957655706057756,0.638277847531737
"206",122296,"Samuel Merritt University","CA",0.182,0.818,0.4004,0.0345,0.1533,0.2682,0.0019,0.0096,0.0996,0.3698030635,0.1834319527,"Oakland","94609",2,0.7334,4,3,1,18750,112000,0.600569609113746,0.680173198243837,0.992813719379706,0.95995270041911,0.8083773067891
"50",111434,"Canada College","CA",0.353,0.647,0.2808,0.0387,0.4605,0.1243,0.0025,0.0158,0.0348,0.6212121212,0.1166509878,"Redwood City","94061-1099",1,0.013,2,1,2,6000,36800,0.91589865437847,0.884688950879269,0.992370713105924,0.977247285777918,0.942551401035395
"91",114266,"Evergreen Valley College","CA",0.4668,0.5332,0.0796,0.0296,0.4057,0.3825,0.0042,0.0051,0.0269,0.638209266,0.1701524282,"San Jose","95135-1598",1,0.0153,2,2,2,6000,40000,0.996106177698843,0.306665540802435,0.997445102913491,0.969526206223501,0.817435756909568
"190",120865,"Pacific Union College","CA",0.4371,0.5629,0.2786,0.0853,0.271,0.1813,0.0025,0.0208,0.0758,0.2765957447,0.0536585366,"Angwin","94508-9707",2,0.7787,4,3,1,21500,54200,0.985164522632362,0.854289949365745,0.937650311097014,0.890946583239261,0.917012841583596
"221",122791,"College of San Mateo","CA",0.5061,0.4939,0.3016,0.0342,0.2966,0.2399,0.0014,0.02,0.0514,0.5222465354,0.0606767795,"San Mateo","94402-3784",1,0.0089,2,1,2,4403,44000,0.999737555800893,0.832404623061951,0.946356460818535,0.99983902643947,0.944584416530212
"333",437662,"ICDC College","CA",0.2184,0.7816,0.19,0.513,0.1679,0.0036,0.0089,0.0021,0.0438,0.5910430171,0.2078134588,"Huntington Park","90255",3,0.5358,2,1,2,8401.5,24100,0.687290356645706,-2.09569571151315,0.978210834574086,0.988178871006351,0.139496087678248
"184",120184,"Notre Dame de Namur University","CA",0.3331,0.6669,0.254,0.0646,0.3662,0.1189,0.0059,0.0306,0.0391,0.4130434783,0.0960118168,"Belmont","94002-1908",2,0.6826,4,3,1,18750,53500,0.891230219683515,0.835135292440831,0.980248481557898,0.980468230046668,0.921770555932228
"48",111054,"California Hair Design Academy","CA",0.2205,0.7795,0.2462,0.0769,0.5949,0.0359,0,0,0.0308,0.5201793722,0.2304964539,"La Mesa","91941-5055",3,0.5446,1,1,3,6333,21600,0.691970071521144,0.680317526139591,0.95753371844317,0.999903923772221,0.832431309969032
"171",119359,"Everest College-Reseda","CA",0.2701,0.7299,0.1242,0.0403,0.6762,0.0587,0.0101,0.005,0.0319,0.5614035088,0.1289045315,"Reseda","91335-4631",3,0.541,2,1,2,9500,30200,0.792243035888574,0.470428982440289,0.996890359057635,0.995464071843609,0.813756612307527
"111",115490,"Heald College-San Jose","CA",0.3421,0.6579,0.0622,0.0255,0.299,0.1292,0.0064,0.0104,0.0287,0.5363278975,0.1818086665,"Milpitas","95035-8008",3,0.7657,2,2,2,9500,43800,0.902779204467271,0.626055371807252,0.993505548291694,0.998953825289702,0.88032348746398
"148",118161,"Lytles Redwood Empire Beauty College Inc","CA",0.053,0.947,0.7197,0.0303,0.1818,0.0227,0.0152,0,0,0.4661654135,0.1503267974,"Santa Rosa","95403",3,0.5971,1,1,3,8255,22600,0.207887326197219,0.504617342745966,0.999999695802485,0.995696673179303,0.677050259481243
"120",116466,"ITT Technical Institute-National City","CA",0.7868,0.2132,0.2482,0.1742,0.3243,0.1522,0.015,0.009,0.043,0.4972857507,0.2337406569,"National City","91950",3,0.5434,3,2,1,13566,42800,0.666372901966431,0.773586798661804,0.954017663877175,0.999509074179081,0.848371609671123
"242",123642,"South Coast College","CA",0.0877,0.9123,0.3567,0.0292,0.3772,0.0877,0.0058,0.0029,0.0556,0.5691489362,0.1885964912,"Orange","92868-2609",3,0.7481,2,1,2,19097,33000,0.326604865677851,0.926167561669178,0.990379775920046,0.993890757238763,0.80926074012646
"110",115472,"Heald College-Fresno","CA",0.2959,0.7041,0.1322,0.0776,0.6018,0.0669,0.0092,0.0031,0.0054,0.5363278975,0.1818086665,"Fresno","93704",3,0.7873,2,2,2,9500,31700,0.836619745915935,0.573775186450407,0.993505548291694,0.998953825289702,0.850713576486934
"101",114938,"Gavilan College","CA",0.4857,0.5143,0.3054,0.0227,0.561,0.0524,0.0048,0.004,0.0185,0.6130811663,0.0906344411,"Gilroy","95020",1,0.017,2,2,2,5825,30800,0.999394830317285,0.749868316528043,0.976160807110542,0.980542679331583,0.926491658321863
"107",115296,"Grossmont College","CA",0.444,0.556,0.411,0.0665,0.3254,0.0835,0.0026,0.0048,0.0647,0.5729029425,0.1735620585,"El Cajon","92020-1799",1,0.018,2,2,2,3500,37800,0.988335813373014,0.94297891695457,0.996479501319565,0.993044088640901,0.980209580072013
"363",448576,"Argosy University-The Art Institute of California-Inland Empire","CA",0.5684,0.4316,0.1864,0.1287,0.5167,0.0334,0.0076,0.0238,0,0.5099347495,0.1975711015,"San Bernardino","92408-2800",3,0.8617,3,2,1,10000,41300,0.980175042800685,0.585512145429736,0.985307305289883,0.999979756421547,0.887743562485463
"313",417062,"Estes Institute of Cosmetology Arts and Science","CA",0.0395,0.9605,0.3158,0.0132,0.5526,0.0395,0.0132,0,0.0526,0.6142857143,0.1458333333,"Visalia","93291",3,0.2773,1,1,3,4475,18100,0.159097545560729,0.752184055093765,0.999852796197093,0.980070746769988,0.722801285905394
"305",409698,"California State University-Monterey Bay","CA",0.3795,0.6205,0.3238,0.0643,0.423,0.0535,0.0051,0.0042,0.0616,0.4623194065,0.0807764559,"Seaside","93955-8001",1,0.477,4,3,1,11525,43300,0.94383010128162,0.893685591182517,0.967669475903629,0.994963452387792,0.95003715518889
"220",122755,"San Jose State University","CA",0.5177,0.4823,0.2098,0.0342,0.2488,0.3567,0.0014,0.0078,0.052,0.4900055525,0.0455791638,"San Jose","95192-0001",1,0.3501,4,3,1,12500,60200,0.998447615161843,0.523413322445888,0.926817552966199,0.998955433907359,0.861908481120322
"296",382267,"Royale College of Beauty","CA",0.2895,0.7105,0.3684,0.1842,0.4079,0.0263,0.0132,0,0,0.5714285714,0.2195121951,"Temecula","92590",3,0.4646,1,1,3,6333,21400,0.826108217731484,0.657588189770174,0.96840023089017,0.993383164075106,0.861369950616733
"277",368805,"Everest College-West Los Angeles","CA",0.2735,0.7265,0.0588,0.2853,0.4559,0.0382,0.0088,0.0118,0.0647,0.6168505517,0.125,"Los Angeles","90034-3169",3,0.6374,2,1,2,9245,27900,0.798395774332389,-0.0594246004467025,0.995666741910532,0.979047023438006,0.678421234808556
"44",110680,"University of California-San Diego","CA",0.5249,0.4751,0.2247,0.0117,0.1623,0.3849,0.0013,0.0034,0.0475,0.4044755671,0.0179656896,"La Jolla","92093",1,0.4124,4,3,1,17382.5,69400,0.997105513688219,0.34325268218405,0.883246542697246,0.976982069372755,0.800146701985567
"137",117715,"Los Angeles Southwest College","CA",0.302,0.698,0.0177,0.5742,0.3277,0.02,0.002,0.0025,0.025,0.5869660942,0.0673846154,"Los Angeles","90047-4899",1,0.0315,2,2,2,3500,30200,0.846333541336661,-3.03819891352909,0.954065939600998,0.989384041444527,-0.062103847786727
"304",400080,"Summit College","CA",0.3047,0.6953,0.1584,0.1433,0.4811,0.0543,0.0075,0.0528,0.0226,0.5487804878,0.2350993377,"Colton","92324",3,1,1,1,3,8444,31800,0.850538048608778,0.354247023311468,0.95250358836262,0.997527125596249,0.788703946469779
"181",120069,"North-West College-Pomona","CA",0.1306,0.8694,0.0821,0.0373,0.7537,0.041,0,0.0037,0,0.5852918878,0.1893258427,"Pomona","91768",3,0.9812,1,1,3,8698,23200,0.460060320965135,0.182296472713508,0.990007492012495,0.989860186624513,0.655556118078913
"197",121381,"Westwood College-South Bay","CA",0.4717,0.5283,0.0794,0.2358,0.4717,0.034,0.0023,0.0181,0.0136,0.6068111455,0.1217656012,"Torrance","90502",3,0.8249,3,3,1,22000,35100,0.997233195731132,0.178201817260767,0.994499752201078,0.982907896790028,0.788210665495751
"329",434140,"Pima Medical Institute-Chula Vista","CA",0.2431,0.7569,0.2653,0.061,0.5161,0.1077,0.0044,0.0022,0.0266,0.5067976493,0.2110944313,"Chula Vista","91910",3,0.659,2,1,2,8445,29800,0.740099801596825,0.851825849269188,0.975642860436077,0.99992117102164,0.891872420580932
"45",110705,"University of California-Santa Barbara","CA",0.4746,0.5254,0.3654,0.0214,0.2534,0.1903,0.0011,0.001,0.0842,0.4173897325,0.0049953169,"Santa Barbara","93106",1,0.423,4,3,1,14500,58200,0.997809724955599,0.855865656077876,0.859284083752717,0.982127280657354,0.923771686360887
"19",110246,"Butte College","CA",0.4764,0.5236,0.6006,0.0257,0.1916,0.0547,0.017,0.0046,0.021,0.5041250543,0.1058274252,"Oroville","95965-8399",1,0.1223,2,1,2,7911,35800,0.998133730139682,0.729323226783789,0.98671931226465,0.999841002589374,0.928504317944374
"84",113698,"Dominican University of California","CA",0.2604,0.7396,0.3287,0.0401,0.2106,0.2023,0.0041,0.011,0.0449,0.328358209,0.0433333333,"San Rafael","94901-2298",2,0.6988,4,3,1,25000,58400,0.77418134690155,0.8588486532342,0.923652325777145,0.933449528887528,0.872532963700106
"149",118189,"MTI Business College Inc","CA",0.0274,0.9726,0.2397,0.5137,0.1438,0.0479,0.0342,0.0205,0,0.4876033058,0.1122994652,"Stockton","95207-4349",3,1,1,1,3,9500,25800,0.114128386054177,-2.08732709573732,0.990285695155372,0.998727422801139,0.00395360206834325
"170",119331,"Napa Valley College","CA",0.4423,0.5577,0.3232,0.0669,0.3778,0.1433,0.0037,0.0049,0.0542,0.5432276657,0.0863350486,"Napa","94558-6236",1,0.0165,2,2,2,7000,42500,0.987589841437463,0.962114525784898,0.972616208961607,0.998237976891848,0.980139638268954
"121",116475,"ITT Technical Institute-San Dimas","CA",0.7677,0.2323,0.2069,0.0544,0.5789,0.0853,0.0018,0.0018,0.0254,0.4972857507,0.2337406569,"San Dimas","91773",3,0.8052,3,2,1,13566,42800,0.709042984687755,0.71850026642553,0.954017663877175,0.999509074179081,0.845267497292385
"27",110495,"California State University-Stanislaus","CA",0.3582,0.6418,0.2585,0.0246,0.475,0.1121,0.0043,0.0073,0.0363,0.5922123894,0.0760466349,"Turlock","95382-0299",1,0.3966,4,3,1,12750,45100,0.921822589161427,0.855380076230831,0.963137037574867,0.987821240230108,0.932040235799308
"105",115083,"Golden Gate University-San Francisco","CA",0.4751,0.5249,0.2697,0.1183,0.1618,0.1535,0.0041,0.0394,0.0394,0.4507772021,0.2663755459,"San Francisco","94105-2968",2,0.6695,4,3,1,20078,75900,0.997902326437223,0.629316039404016,0.910870072501044,0.992416873057939,0.882626327850055
"174",119508,"Everest College-San Bernardino","CA",0.4152,0.5848,0.1208,0.1411,0.5753,0.0109,0.0136,0.0109,0.076,0.6028368794,0.1762611276,"San Bernardino","92408",3,0.5582,2,1,2,7489.5,24000,0.97257620121922,0.46410731660891,0.995605605654308,0.984327755753198,0.854154219808909
"139",117733,"Los Angeles Valley College","CA",0.4346,0.5654,0.3012,0.0544,0.4924,0.0797,0.0017,0.0016,0.0213,0.5727190605,0.1509751177,"Valley Glen","91401-4096",1,0.0372,2,1,2,6750,36700,0.983921502744044,0.85759064927203,0.999998746931618,0.993086840195852,0.958649434785886
"328",433420,"Santa Barbara Business College-Ventura","CA",0.183,0.817,0.2281,0.0769,0.6154,0.0212,0.008,0.008,0.0159,0.603125,0.2325581395,"Ventura","93003",3,0.8635,4,2,1,13400,35200,0.603093649498392,0.619844067301283,0.955315466433066,0.984226890515002,0.790620018436936
"247",124487,"Epic Bible College","CA",0.5144,0.4856,0.375,0.1971,0.1298,0.0385,0.0192,0.024,0.101,0.523364486,0.3120567376,"Sacramento","95841",2,0.6402,3,3,1,9500,35000,0.998924142786285,0.434226685008698,0.826708762329509,0.999796990063873,0.814914145047091
"237",123527,"San Bernardino Valley College","CA",0.4296,0.5704,0.1423,0.123,0.6443,0.0446,0.0021,0.0036,0.0336,0.6216968011,0.1036585366,"San Bernardino","92410-2798",1,0.0018,2,2,2,3500,31200,0.981285460567369,0.49200156158087,0.985399665268597,0.977042712423839,0.858932349960169
"298",395362,"Copper Mountain Community College","CA",0.3532,0.6468,0.5907,0.0386,0.2491,0.0342,0.0109,0.0044,0.0626,0.5169029444,0.3078994614,"Joshua Tree","92252",1,0.1043,2,2,2,7750,32400,0.916130498087969,0.777882403562485,0.835514680062911,0.999972667287397,0.88237506225019
"376",454573,"Milan Institute of Cosmetology-Visalia","CA",0.0498,0.9502,0.2537,0.0299,0.6716,0.01,0.0149,0,0.005,0.5827374872,0.2455308282,"Visalia","93277",3,0.5795,1,1,3,8500,21900,0.196454183266932,0.49915454479513,0.940062048320412,0.990565610307707,0.656559096672545
"92",114354,"Fashion Institute of Design & Merchandising-Los Angeles","CA",0.1038,0.8962,0.3533,0.0554,0.2253,0.1171,0.0035,0.0073,0.0306,0.3405762872,0.0307298335,"Los Angeles","90015-1421",3,0.5698,3,2,1,12000,41800,0.378415494647914,0.89849300077998,0.904646005003693,0.941958627863565,0.780878282073788
"54",111708,"CET-San Diego","CA",0.83,0.17,0.2213,0.1502,0.5771,0.0079,0.0079,0.0316,0.004,0.6605664488,0.2064714946,"San Diego","92102",2,0.3922,1,1,3,5278,24900,0.559096945551129,0.444444298812116,0.979219962154627,0.957655706057756,0.735104228143907
"186",120342,"Orange Coast College","CA",0.5229,0.4771,0.3385,0.0155,0.3357,0.1991,0.0024,0.0028,0.0428,0.5124388688,0.0747724317,"Costa Mesa","92626",1,0.0197,2,2,2,4375,41600,0.997519920318725,0.900031586579853,0.961865189730183,0.999998992739738,0.964853922342125
"82",113573,"College of the Desert","CA",0.4695,0.5305,0.2055,0.0299,0.6682,0.0312,0.0041,0.0019,0.0223,0.6317962836,0.0892401836,"Palm Desert","92260",1,0,2,2,2,4957,34600,0.996750948015168,0.514177572110237,0.975038229558319,0.972571622509828,0.864634593048388
"88",114071,"Marinello Schools of Beauty-Burbank","CA",0.0352,0.9648,0.3474,0.1244,0.4742,0.0235,0.0047,0.0023,0.0235,0.5680147059,0.1629526462,"Burbank","91502",3,0.7196,1,1,3,9143,16900,0.143250932014912,0.790576110152204,0.99897666210144,0.994135764078042,0.731734867086649
