"","UNITID","INSTNM","STABBR","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","FIRST_GEN","MARRIED","CITY","ZIP","CONTROL","PCTFLOAN","HIGHDEG","PREDDEG","ICLEVEL","DEBT_MDN","MN_EARN_WNE_P10","GENDER_DIV","RACE_DIV","MARITAL_STATUS_DIV","FIRST_GEN_DIV","DIV_SCORE"
"276",368780,"Los Angeles ORT College-Los Angeles Campus","CA",0.3595,0.6405,0.2908,0.098,0.2157,0.3791,0,0,0,0.6560509554,0.4837905237,"Los Angeles","90048",2,0.2496,2,1,2,6764,27200,0.923269772316357,0.45161169060482,0.262290434781039,0.960210194576509,0.649345523069681
"369",450544,"Argosy University-San Diego","CA",0.4573,0.5427,0.3034,0.3205,0.2479,0.0641,0,0.0256,0,0.5099347495,0.1975711015,"San Diego","92108",3,0.4556,4,3,1,10000,41300,0.993373933982944,-0.0999274629467191,0.985307305289883,0.999979756421547,0.719683383186914
"109",115454,"Heald College-Rancho Cordova","CA",0.2799,0.7201,0.1827,0.1183,0.0913,0.0574,0.0117,0.0211,0.0211,0.5363278975,0.1818086665,"Rancho Cordova","95670",3,0.7882,2,2,2,9500,35900,0.80972651562425,0.515552431447732,0.993505548291694,0.998953825289702,0.829434580163344
"377",456427,"ITT Technical Institute-Concord","CA",0.7897,0.2103,0.3004,0.1717,0.2403,0.1674,0.0043,0.0086,0.0472,0.4972857507,0.2337406569,"Concord","94520",3,0.7636,3,2,1,13566,42800,0.659638994223908,0.763410355134826,0.954017663877175,0.999509074179081,0.844144021853748
"348",441229,"West Coast Ultrasound Institute","CA",0.2649,0.7351,0.4745,0.0786,0.3392,0.1077,0,0,0,0.5018939394,0.2285938727,"Beverly Hills","90211",3,0.3367,2,1,2,16500,56000,0.78265408246532,0.904075619417075,0.959530681877884,0.999752756584251,0.911503285086132
"117",115931,"Institute for Business and Technology","CA",0.6429,0.3571,0.2041,0.0357,0.5102,0.1429,0.0051,0,0.0153,0.5281030445,0.2249408051,"Santa Clara","95051-1303",3,0.4866,1,1,3,7600,37100,0.91601461623386,0.780825761099775,0.963230153885482,0.999564734509099,0.914908816432054
"334",437750,"Professional Golfers Career College","CA",0.9113,0.0887,0.746,0.0242,0.0484,0.0847,0.0161,0,0,0.3630136986,0.1910828025,"Temecula","92591",3,0.6038,2,2,2,12000,41700,0.316721507544121,0.353004349794115,0.989081666851754,0.956069546245949,0.653719267608985
"38",110617,"California State University-Sacramento","CA",0.4366,0.5634,0.3028,0.0567,0.276,0.2112,0.0041,0.0091,0.0628,0.4887604367,0.0762653899,"Sacramento","95819-2694",1,0.3994,4,3,1,13479,49900,0.984919918718699,0.893153443084752,0.963353218748894,0.998840060415923,0.960066660242067
"9",109350,"Antelope Valley College","CA",0.4098,0.5902,0.2401,0.2008,0.4601,0.0323,0.0041,0.0014,0.0475,0.5823882588,0.1031746032,"Lancaster","93536-5426",1,0.151,2,2,2,8042,33100,0.968882542120674,0.564124843149406,0.985096691103696,0.99066007722098,0.877191038398689
"228",123013,"Santa Rosa Junior College","CA",0.4536,0.5464,0.5675,0.0257,0.294,0.0452,0.0081,0.0034,0.0494,0.4890465906,0.1033300686,"Santa Rosa","95401-4395",1,0.0192,2,1,2,5500,41300,0.992114433830941,0.822524158258318,0.985194361891215,0.998867110429347,0.949675016102455
"97",114716,"Foothill College","CA",0.5154,0.4846,0.3394,0.0385,0.231,0.2253,0.0019,0.0068,0.0525,0.4874770922,0.1025024062,"Los Altos Hills","94022",1,0.0413,2,2,2,6500,57200,0.99878894062305,0.857083942934604,0.984670689161379,0.998714821252724,0.959814598492939
"115",115755,"Humboldt State University","CA",0.4588,0.5412,0.4738,0.0391,0.2977,0.0347,0.01,0.0026,0.0637,0.4477713508,0.0342465753,"Arcata","95521-8299",1,0.5625,4,3,1,14200,38600,0.993853341653467,0.862714944031252,0.910161592701708,0.991668470085259,0.939599587117921
"310",413680,"Spartan College of Aeronautics & Technology","CA",0.9469,0.0531,0.1715,0.1546,0.4831,0.1063,0.0024,0.0242,0,0.5233415233,0.1880819367,"Inglewood","90301-2904",3,0.7698,1,1,2,20054,44700,0.193942263076209,0.608197668284633,0.990638168973221,0.999797902489162,0.698144000705806
"323",432302,"Brightwood College-Riverside","CA",0.2195,0.7805,0.2317,0.1098,0.6037,0.0061,0.0061,0.0183,0,0.5804540967,0.1402616279,"Riverside","92507-0000",3,0.525,2,1,2,9400.5,39400,0.689746035936575,0.543699056539171,0.999298122230566,0.991174665152565,0.805979469964719
"166",119164,"Mt San Antonio College","CA",0.484,0.516,0.1239,0.042,0.5925,0.1783,0.0016,0.0028,0.0303,0.5811606392,0.0804409219,"Walnut","91789-1399",1,0.0111,2,2,2,4500,39000,0.999215987455799,0.620605194348099,0.967357738491368,0.990988378271769,0.894541824641759
"198",121619,"Santa Ana College","CA",0.6248,0.3752,0.2201,0.0145,0.5003,0.0829,0.0027,0.0031,0.0143,0.7116920842,0.0977601493,"Santa Ana","92706-3398",1,0.0074,2,2,2,6000,37000,0.935686010976176,0.746522979318313,0.98149474107594,0.923189601817404,0.896723333296958
"280",371779,"Heald College-Hayward","CA",0.2821,0.7179,0.1039,0.1633,0.3595,0.1315,0.0085,0.053,0.0414,0.5363278975,0.1818086665,"Hayward","94545",3,0.7702,2,2,2,9500,39600,0.813545776732428,0.331730652620115,0.993505548291694,0.998953825289702,0.784433950733485
"340",439367,"CBD College","CA",0.3285,0.6715,0.2749,0.1825,0.4234,0.1022,0,0.017,0,0.5234899329,0.1518324607,"Los Angeles","90010",2,0.9849,1,1,2,9500,22700,0.88507716123458,0.676599951401214,0.999988917254232,0.999791969137851,0.890364499756969
"4",108649,"Avalon School of Cosmetology-Alameda","CA",0.0395,0.9605,0.1265,0.4743,0.2253,0.0672,0.0079,0,0.0553,0.4162679426,0.0695970696,"Alameda","94501",3,0.6768,1,1,3,6333,24900,0.159097545560729,-1.57558446379444,0.956477668063681,0.981706120262955,0.13042421752323
"153",118286,"Brightwood College-Vista","CA",0.2699,0.7301,0.3458,0.107,0.403,0.0659,0.0162,0.0348,0,0.5644937587,0.2474934037,"Vista","92083-7736",3,0.5444,2,1,2,8630,32100,0.791878230051681,0.761793103355514,0.937559723691536,0.99486438859393,0.871523861423165
"238",123554,"Saint Mary's College of California","CA",0.4134,0.5866,0.4564,0.0387,0.2513,0.1034,0.0031,0.0071,0.0688,0.2706110572,0.0262681159,"Moraga","94575",2,0.5099,4,3,1,21500,68600,0.971370901934431,0.904328882356302,0.897411871081186,0.885358991020785,0.914617661598176
"229",123208,"Wyotech-Fremont","CA",0.964,0.036,0.2646,0.0795,0.3528,0.1193,0.0112,0.046,0.0882,0.5459533608,0.1756756757,"Fremont","94539",3,0.5208,2,1,2,9500,42000,0.131362101793629,0.678396129294481,0.995803381173764,0.997904060309368,0.70086641814281
"391",474863,"Azusa Pacific University College","CA",0.3204,0.6796,0.3204,0.1536,0.364,0.055,0.0038,0.0114,0.0246,0.3616438356,0.1867158672,"San Dimas","91773",2,0.7906,3,1,1,18500,53300,0.873830941295061,0.796615836121254,0.991307100462,0.955264276888671,0.904254538691747
"68",112190,"City College of San Francisco","CA",0.4697,0.5303,0.2317,0.079,0.2333,0.3421,0.0024,0.007,0.046,0.5878166213,0.1009458578,"San Francisco","94112-1898",1,0.0521,2,1,2,6033,42900,0.99679638874222,0.593808217369039,0.983661188758153,0.989137966501876,0.890850940342822
"271",366289,"InterCoast Colleges-Orange","CA",0.4821,0.5179,0.3214,0.0179,0.5,0,0.0179,0,0,0.5297580118,0.238625363,"Orange","92868",3,0.9091,2,1,2,9500,26100,0.998988743819901,0.689989344749285,0.948459873847114,0.999462998458603,0.909225240218726
"11",109721,"Associated Technical College-Los Angeles","CA",0.482,0.518,0.097,0.4377,0.385,0.0166,0.0111,0.0055,0.036,0.5928961749,0.1450381679,"Los Angeles","90017-1604",3,0.3682,1,1,3,6500,28100,0.998975983615738,-1.23316573573657,0.999798865922994,0.987609647805745,0.438304690401977
"255",125462,"West Hills College-Coalinga","CA",0.395,0.605,0.1863,0.0699,0.6294,0.0406,0.0059,0.0039,0.0185,0.6082474227,0.0911458333,"Coalinga","93210",1,0.0625,2,2,2,5500,31700,0.957563321013136,0.589314058341046,0.976566077728642,0.982379624256199,0.876455770334756
"312",416458,"Premiere Career College","CA",0.2757,0.7243,0.0476,0.0301,0.7494,0.1378,0.005,0.0175,0.0125,0.5911330049,0.2021466905,"Irwindale","91706-3746",3,0.9079,1,1,2,9500,35600,0.802327677242836,0.21847926543334,0.982309322286981,0.988151539192635,0.747816951038948
"56",111726,"CET-El Centro","CA",0.7038,0.2962,0.0115,0,0.9846,0,0,0.0038,0,0.6605664488,0.2064714946,"El Centro","92243",2,0.0728,1,1,3,5278,24900,0.830582729323669,-0.67486582404593,0.979219962154627,0.957655706057756,0.52314814337253
"232",123341,"Sierra College","CA",0.4607,0.5393,0.5886,0.0269,0.2575,0.0463,0.0057,0.0032,0.0532,0.4686200036,0.167858253,"Rocklin","95677-3397",1,0.0631,2,2,2,7500,34800,0.994434750956015,0.786849441554527,0.998007886013395,0.996134490060113,0.943856642146013
"302",398574,"Wyotech-Long Beach","CA",0.9058,0.0942,0.1408,0.1224,0.6039,0.0405,0.0053,0.0158,0.0563,0.6168505517,0.125,"Long Beach","90810-3800",3,0.5098,2,1,2,9245,27900,0.334785996575945,0.536934293831182,0.995666741910532,0.979047023438006,0.711608513938916
"382",459639,"ITT Technical Institute-Corona","CA",0.8184,0.1816,0.3274,0.0852,0.4305,0.0561,0.0112,0.0022,0.0538,0.4972857507,0.2337406569,"Corona","92883",3,0.7871,3,2,1,13566,42800,0.589368789900638,0.902957764993694,0.954017663877175,0.999509074179081,0.861463323237647
"129",117238,"Lancaster Beauty School","CA",0.2581,0.7419,0.2097,0.2742,0.5081,0.0081,0,0,0,0.497005988,0.1581395349,"Lancaster","93534",3,0.697,1,1,3,6940.5,19600,0.769788276612426,0.0709463399614451,0.999616443645289,0.999491615436427,0.709960668913897
"159",118888,"Mills College","CA",0,1,0.4488,0.0671,0.2321,0.1133,0.0055,0.0055,0.1034,0.322515213,0.0371681416,"Oakland","94613",2,0.7272,4,3,1,18750,46500,0.00796812749003983,0.860612552406231,0.91461876986729,0.929174611397023,0.678093515290146
"96",114460,"Federico Beauty Institute","CA",0.1343,0.8657,0.4417,0.0707,0.3675,0.0565,0.0141,0.0071,0.0389,0.5117056856,0.1800486618,"Sacramento","95834",3,0.6612,1,1,3,6333,26200,0.470880774092385,0.938542865455547,0.994216090529329,0.999995890777841,0.850908905213775
"8",109208,"American River College","CA",0.4622,0.5378,0.4695,0.0989,0.2063,0.1063,0.0076,0.0085,0.0587,0.5227272727,0.1603135402,"Sacramento","95841-4286",1,0.056,2,1,2,6913,34800,0.994873357973728,0.886464011547489,0.999365576698041,0.999821547055912,0.970131123318792
"267",260789,"Platt College-Los Angeles","CA",0.2648,0.7352,0.1074,0.0272,0.6596,0.1649,0.0045,0.0045,0.0287,0.585504886,0.1525320317,"Alhambra","91803",3,0.5921,3,2,1,18870.5,33500,0.782467559480952,0.501333133404323,0.999973661415551,0.989800216333271,0.818393642658524
"256",125471,"West Los Angeles College","CA",0.4104,0.5896,0.1295,0.2916,0.4219,0.055,0.0029,0.0025,0.0352,0.5498866213,0.0754874652,"Culver City","90230-3519",1,0.0374,2,2,2,9000,33700,0.969304468871502,0.0417199653494664,0.962581557421056,0.997371168904688,0.742744290136678
"330",434317,"Charter College-Canyon Country","CA",0.2015,0.7985,0.1864,0.2298,0.4925,0.0085,0.0028,0.0508,0.0207,0.5561850803,0.1443020904,"Canyon Country","91351",3,0.5072,2,1,1,9500,27900,0.648345373525976,0.0498319420320789,0.999741456054026,0.996392249099058,0.673577755177785
"28",110510,"California State University-San Bernardino","CA",0.3876,0.6124,0.1588,0.0653,0.5831,0.0605,0.0016,0.0024,0.0259,0.6048401343,0.062838119,"San Bernardino","92407-2397",1,0.4476,4,3,1,14657.5,46100,0.951246579945279,0.638592352456642,0.948905815634631,0.983619760921035,0.880591127239397
"63",111948,"Chapman University","CA",0.404,0.596,0.6049,0.0132,0.1431,0.1029,0.0027,0.0032,0.0602,0.1615541922,0.0078662734,"Orange","92866",2,0.6461,4,3,1,19000,52200,0.964655434486952,0.696086441991056,0.864780713959091,0.759089496642434,0.821153021769883
"227",122977,"Santa Monica College","CA",0.4751,0.5249,0.2558,0.0893,0.3796,0.1051,0.0019,0.0025,0.0393,0.5097739768,0.0382953882,"Santa Monica","90405-1628",1,0.0125,2,1,2,4500,38100,0.997902326437223,0.896925242649692,0.916308193588966,0.999977686474098,0.952778362287495
"194",121150,"Pepperdine University","CA",0.4089,0.5911,0.4496,0.0606,0.134,0.1302,0.0044,0.0029,0.0865,0.204616999,0.0338308458,"Malibu","90263",2,0.437,4,3,1,24000,71400,0.968244251908031,0.793894297364845,0.909518134519714,0.814487020744536,0.871535926134281
"130",117247,"Laney College","CA",0.4547,0.5453,0.174,0.2471,0.1943,0.2618,0.0028,0.0046,0.0535,0.567251462,0.1722689076,"Oakland","94607",1,0.0191,2,2,2,7500,33700,0.99250032000512,0.239125904798036,0.99686390012517,0.994297811368788,0.805696984074279
"151",118259,"Brightwood College-Sacramento","CA",0.1408,0.8592,0.2347,0.1854,0.4014,0.0962,0.0117,0.0164,0,0.6404833837,0.169198895,"Sacramento","95821",3,0.6537,2,1,2,9334,28400,0.489624473991584,0.653718784392558,0.997687505415541,0.968407768519854,0.777359633079884
"5",108667,"College of Alameda","CA",0.4484,0.5516,0.1529,0.2128,0.2196,0.3021,0.0037,0.0041,0.0473,0.55898654,0.1285390713,"Alameda","94501",1,0.0117,2,2,2,6750,36400,0.990159202547241,0.316288942337384,0.9967844213528,0.99590716153078,0.824784931942051
"394",480204,"Platt College-Riverside","CA",0.1759,0.8241,0.2241,0.106,0.5952,0.0241,0.0024,0,0.0458,0.585504886,0.1525320317,"Riverside","92507",3,0.7275,2,2,1,18870.5,33500,0.58499971999552,0.63632814420595,0.999973661415551,0.989800216333271,0.802775435487573
"279",371760,"Heald College-Stockton","CA",0.2751,0.7249,0.1971,0.119,0.3961,0.0966,0.0127,0.0195,0.0527,0.5363278975,0.1818086665,"Stockton","95210",3,0.7904,2,2,2,9500,33400,0.801259180146882,0.804306233261366,0.993505548291694,0.998953825289702,0.899506196747411
"119",116439,"Irvine Valley College","CA",0.5013,0.4987,0.3486,0.0219,0.2471,0.2476,7e-04,0.002,0.0486,0.445324097,0.110974611,"Irvine","92618-0301",1,0.014,2,1,2,6000,41100,0.999956439303029,0.821410632518931,0.989600939852975,0.991033141952058,0.950500288406748
"161",118921,"Marinello Schools of Beauty-San Francisco","CA",0.0879,0.9121,0.4075,0.1103,0.3551,0.0523,0.0206,0.0019,0.0093,0.5124309392,0.1745867769,"San Francisco","94103",3,0.6552,1,1,3,6532,35200,0.327261196179139,0.880086855016769,0.996159118548654,0.999998970398096,0.800876535035664
"349",441973,"Argosy University-The Art Institute of California-Orange County","CA",0.5321,0.4679,0.1651,0.0247,0.3959,0.0805,0.0042,0.0092,0.0289,0.5099347495,0.1975711015,"Santa Ana","92704",3,0.8075,3,3,1,10000,41300,0.995348685578969,0.759321901044304,0.985307305289883,0.999979756421547,0.934989412083676
"282",371964,"National Career Education","CA",0.3404,0.6596,0.3617,0.1844,0.227,0.0851,0.0071,0.0071,0.0284,0.5281030445,0.2249408051,"Rancho Cordova","95670",3,0.7652,1,1,3,7600,37100,0.900647370357926,0.713740456689942,0.963230153885482,0.999564734509099,0.894295678860612
"37",110608,"California State University-Northridge","CA",0.4587,0.5413,0.2446,0.0566,0.4181,0.1125,0.0015,0.0021,0.0331,0.5370760037,0.0419749853,"Northridge","91330",1,0.3438,4,3,1,11509,47100,0.993821941151058,0.883637255611734,0.921705377176581,0.998885177737662,0.949512437919259
"283",371982,"Everest College-Anaheim","CA",0.2438,0.7562,0.1512,0.0519,0.5598,0.0948,0.0068,0.0226,0.0361,0.6171875,0.1669626998,"Anaheim","92801-5229",3,0.5976,2,1,2,9500,27800,0.741525304404871,0.664630566132014,0.998208598373259,0.978910629301719,0.845818774552966
"31",110547,"California State University-Dominguez Hills","CA",0.363,0.637,0.0835,0.1472,0.5732,0.0956,0.0018,0.0034,0.0274,0.5768188451,0.0816264139,"Carson","90747-0005",1,0.3827,4,3,1,13250,45400,0.927098833581337,0.500149036076972,0.968452460249294,0.992102377377282,0.846950676821221
"182",120078,"North-West College-West Covina","CA",0.1968,0.8032,0.0429,0.0179,0.7782,0.0823,0,0,0,0.6568742656,0.1860053144,"West Covina","91790",3,0.7497,1,1,3,8030,27700,0.63710843373494,0.083715049601758,0.991645239475054,0.959750358259044,0.668054770267699
"236",123509,"Skyline College","CA",0.4754,0.5246,0.1962,0.0321,0.2902,0.3827,0.0021,0.0124,0.0527,0.5079626579,0.0859982714,"San Bruno","94066-1698",1,0.0113,2,2,2,5512,43600,0.997956927310837,0.450500233041684,0.972328184169917,0.99994740476452,0.855183187321739
"257",125499,"West Valley College","CA",0.4475,0.5525,0.4659,0.0273,0.2602,0.1492,0.0019,0.0031,0.0518,0.4693877551,0.1054273238,"Saratoga","95070-5698",1,0.0055,2,2,2,4500,37700,0.989798836781388,0.914370003833391,0.986480574029326,0.996266610235449,0.971729006219889
"375",454546,"Milan Institute of Cosmetology-Fairfield","CA",0,1,0.2289,0.4217,0.2651,0,0,0.0241,0.012,0.5827374872,0.2455308282,"Fairfield","94533",3,0.6257,1,1,3,8500,21900,0.00796812749003983,-1.05702167510976,0.940062048320412,0.990565610307707,0.2203935277521
"49",111188,"The California Maritime Academy","CA",0.8606,0.1394,0.5435,0.0181,0.171,0.0888,0.0029,0.0038,0.1051,0.2549019608,0.0306122449,"Vallejo","94590",1,0.5895,4,3,1,21000,89600,0.474076545224724,0.706201298776014,0.904458742584626,0.870028119547161,0.738691176533131
"124",116712,"John F. Kennedy University","CA",0.3108,0.6892,0.3665,0.1554,0.259,0.0837,0.0159,0.012,0.0359,0.5486725664,0.3333333333,"Pleasant Hill","94523-4817",2,0.9319,4,3,1,20832,52100,0.859822397158355,0.823695914729333,0.778046122260863,0.9975420863943,0.864776630135713
"308",410520,"Sage College","CA",0.0713,0.9287,0.4668,0.0491,0.3145,0.0295,0,0.0172,0.113,0.4952380952,0.3360995851,"Moreno Valley","92557-6720",3,0.8949,2,1,2,18700,35500,0.271696787148594,0.760397738593891,0.771277508150006,0.999374234700671,0.700686567148291
"34",110574,"California State University-East Bay","CA",0.3782,0.6218,0.1725,0.1088,0.2831,0.2378,0.0019,0.0108,0.056,0.50269179,0.0795760733,"Hayward","94542",1,0.3865,4,3,1,12500,55000,0.942590921454743,0.738183541761581,0.966547330153064,0.999786541929709,0.911777083824774
"41",110653,"University of California-Irvine","CA",0.461,0.539,0.1607,0.0178,0.2399,0.4071,5e-04,0.0041,0.041,0.4675324675,0.0148425108,"Irvine","92697",1,0.4349,4,3,1,15000,60600,0.994523912382598,0.279964733606978,0.877680836991556,0.995943407147407,0.787028222532135
"327",433013,"Career Networks Institute","CA",0.2427,0.7573,0.2688,0.086,0.4194,0.1751,0.0123,0.0046,0.0046,0.4540059347,0.228742515,"Orange","92868-4710",3,0.731,1,1,2,11687,28100,0.739283468535497,0.889058193549286,0.959376397629551,0.99318154215317,0.895224900466876
"195",121275,"Platt College-San Diego","CA",0.6783,0.3217,0.3439,0.1083,0.2452,0.0955,0.0127,0,0.1019,0.4394904459,0.1609195402,"San Diego","92115-3919",3,0.1892,3,2,1,20000,36100,0.869965559448951,0.832581647624598,0.999284457120364,0.989424537450403,0.922814050411079
"336",437884,"InterCoast Colleges-Burbank","CA",0.7708,0.2292,0.3542,0.0833,0.5208,0,0,0,0.0208,0.5297580118,0.238625363,"Burbank","91502",3,0.9462,1,1,3,9500,26100,0.702315877054033,0.740859624704492,0.948459873847114,0.999462998458603,0.84777459351606
"187",120537,"Hope International University","CA",0.4498,0.5502,0.3799,0.0564,0.201,0.0282,0.0049,0.0098,0.1103,0.4351464435,0.152293578,"Fullerton","92831-3199",2,0.7351,4,3,1,17750,41100,0.990706891310261,0.720397945160616,0.99997959187643,0.988140541001176,0.924806242337121
"317",420608,"Colleen O'Haras Beauty Academy","CA",0.0317,0.9683,0.0476,0.0159,0.9127,0.0079,0,0,0,0.7441860465,0.1826923077,"Santa Ana","92701-0000",3,0.4907,1,1,3,8731,20700,0.130243323893182,-0.350568669935107,0.993133290493098,0.895989026661549,0.417199242778181
"165",119137,"Moorpark College","CA",0.4857,0.5143,0.5149,0.0195,0.3145,0.085,0.003,0.0023,0.0489,0.4837758112,0.0796946565,"Moorpark","93021-1695",1,0.0184,2,2,2,6000,42400,0.999394830317285,0.887557386998468,0.966659036653296,0.998317667361623,0.962982230332668
"191",120883,"University of the Pacific","CA",0.4842,0.5158,0.2985,0.025,0.1817,0.3306,0.0058,0.006,0.0466,0.3497723824,0.0390309556,"Stockton","95211-0197",2,0.592,4,3,1,20723.5,80600,0.999238227811645,0.601583434670885,0.917401498987972,0.947979356887221,0.866550629589431
"133",117636,"Loma Linda University","CA",0.2945,0.7055,0.3523,0.0395,0.2936,0.2397,0.001,0.0038,0.0452,0.3554817276,0.1476407915,"Loma Linda","92350",2,0.6754,4,3,1,19500,85800,0.834348349573593,0.881565063204354,0.999944134684179,0.951551456918913,0.91685225109526
"112",115515,"Heald College-San Francisco","CA",0.3583,0.6417,0.1176,0.1805,0.2941,0.262,0.0107,0.0495,0.0321,0.5363278975,0.1818086665,"San Francisco","94103",3,0.7248,2,2,2,9500,38900,0.921934390950255,0.245536306058219,0.993505548291694,0.998953825289702,0.789982517647468
"297",382276,"Westech College","CA",0.2346,0.7654,0.1754,0.1689,0.5789,0.011,0,0.0044,0.0066,0.6423611111,0.1604651163,"Fontana","92335",3,0.5935,1,1,3,9323,29000,0.722477319637114,0.431682128345222,0.999345744165911,0.967469087933143,0.780243570020347
"21",110361,"California Baptist University","CA",0.3672,0.6328,0.4068,0.0774,0.3225,0.048,0.0065,0.0106,0.0514,0.4110840438,0.132455669,"Riverside","92504-3297",2,0.7711,4,3,1,20000,43800,0.93156434502952,0.912583174083198,0.997827354931331,0.979696197852729,0.955417767974195
"231",123299,"Shasta College","CA",0.4138,0.5862,0.6979,0.0154,0.1415,0.0338,0.0276,0.0044,0.0431,0.5364949981,0.1527950311,"Redding","96003",1,0.0423,2,2,2,5869,30600,0.97164098625578,0.536177003558998,0.999966244437029,0.998938681036221,0.876680728822007
"7",109040,"American Career College-Los Angeles","CA",0.2188,0.7812,0.0484,0.1494,0.6454,0.0694,0.0043,0.0081,0.0632,0.5788822948,0.1301510989,"Los Angeles","90004",3,0.6497,2,1,2,9500,32900,0.688184450951215,0.333150886925057,0.997238358993415,0.991582107619497,0.752538951122296
"162",118930,"Mission College","CA",0.4511,0.5489,0.1799,0.038,0.2503,0.4391,0.0016,0.0055,0.0422,0.5454545455,0.1666666667,"Santa Clara","95054-1897",1,0.0048,2,2,2,4500,40600,0.991201419222708,0.220435344911406,0.998272602422524,0.997967333287976,0.801969174961153
"379",457208,"InterCoast Colleges-Elk Grove","CA",0.6625,0.3375,0.2125,0.3125,0.175,0.1,0.025,0.0125,0.025,0.5297580118,0.238625363,"Elk Grove","95624",3,0.9213,1,1,3,9500,26100,0.89175726811629,-0.0488897304134546,0.948459873847114,0.999462998458603,0.697697602502138
"193",121044,"Pasadena City College","CA",0.4773,0.5227,0.0948,0.0441,0.4828,0.2335,0.0011,0.0012,0.0933,0.5768993206,0.0511090784,"Pasadena","91106-2003",1,0.0106,2,2,2,4944,37500,0.998286012576201,0.591864633436503,0.934325668963528,0.992082397592346,0.879139678142144
"98",114789,"Fresno City College","CA",0.4812,0.5188,0.2341,0.0591,0.5094,0.1477,0.0057,0.0019,0.0262,0.5375017723,0.0932804083,"Fresno","93741",1,0.0227,2,2,2,3000,31000,0.998871021936351,0.843064772628624,0.978220178101849,0.998845134488127,0.954750276788738
"341",439826,"Bryan College-Gold River","CA",0.6471,0.3529,0.3647,0.1176,0.1647,0.0471,0,0.0471,0.1412,0.4915254237,0.1780821918,"Gold River","95670-4443",3,0.4474,2,2,2,18000,41600,0.911075337205395,0.344973237334226,0.994961308292716,0.999088077127812,0.812524489990037
"131",117274,"Lassen Community College","CA",0.7577,0.2423,0.4134,0.2025,0.2292,0.0367,0.024,0.017,0.0284,0.4897494305,0.1141804788,"Susanville","96130",1,0.0386,2,2,2,5500,32500,0.730219323509176,0.597692042280394,0.991217845840303,0.998932195040822,0.829515351667674
"390",468769,"CET-Soledad","CA",0.3191,0.6809,0,0.0106,0.9787,0.0106,0,0,0,0.6605664488,0.2064714946,"Soledad","93960-2996",2,0.2088,1,1,3,5278,24900,0.871977111633786,-0.643997867600393,0.979219962154627,0.957655706057756,0.541213728061444
"175",119544,"The National Hispanic University","CA",0.1702,0.8298,0.1277,0,0.4255,0.0426,0,0,0.0426,0.6891891892,0.2475247525,"San Jose","95127-3823",3,0.3615,4,3,1,11000,42700,0.570181762908207,0.612744767341774,0.937519338101515,0.939614980335751,0.765015212171812
"346",440819,"Miami Ad School-San Francisco","CA",0.4891,0.5109,0.3696,0.0109,0.0326,0.1196,0,0,0,0.2034883721,0.097826087,"San Francisco","94109",3,0.2519,1,1,2,16333,81700,0.999683154930479,0.547981021328161,0.981540948622645,0.813127344037774,0.835583117229765
"209",122375,"San Diego Mesa College","CA",0.4817,0.5183,0.3316,0.0664,0.3366,0.1578,0.0036,0.0067,0.0605,0.508899143,0.110374891,"San Diego","92111-4998",1,0.0223,2,2,2,3500,40100,0.998937222995568,0.959416610719392,0.989283305512799,0.999964657487991,0.986900449178937
"142",117803,"Los Angeles County College of Nursing and Allied Health","CA",0.2157,0.7843,0.2206,0.049,0.3873,0.3333,0.0049,0,0.0049,0.5084745763,0.2537313433,"Los Angeles","90033-1084",1,0.3622,2,2,2,10500,83300,0.681221739547833,0.611340495714347,0.929266417113926,0.999957259301096,0.805446477919301
"100",114859,"Fullerton College","CA",0.4863,0.5137,0.2326,0.0312,0.5158,0.1368,0.0027,0.0035,0.0319,0.5630897169,0.0643766218,"Fullerton","92832-2095",1,0.0259,2,2,2,4750,37200,0.9994524312389,0.817065845584244,0.950682706953536,0.995141465712144,0.940585612372206
"222",122834,"Santa Barbara Business College-Bakersfield","CA",0.3078,0.6922,0.1299,0.0587,0.7527,0.0302,0.0071,0.0053,0.016,0.6630901288,0.1588235294,"Bakersfield","93309",3,0.8038,3,2,1,17450,24900,0.855293524696395,0.29313019246078,0.999544284840149,0.956193400736771,0.776040350683524
"62",111939,"Chaffey College","CA",0.4179,0.5821,0.1835,0.0841,0.6032,0.0566,0.0021,0.0031,0.0328,0.5838965619,0.0974208807,"Rancho Cucamonga","91737-3002",1,0,2,2,2,3500,34000,0.97433554936879,0.645757592947246,0.981256076640366,0.990248671687524,0.897899472660982
"285",372037,"Everest College-City of Industry","CA",0.2565,0.7435,0.0585,0.0315,0.7177,0.0247,0.0067,0.0146,0.0461,0.6168505517,0.125,"City of Industry","91746-1023",3,0.6175,2,1,2,9245,27900,0.766707267316277,0.232615529460029,0.995666741910532,0.979047023438006,0.743509140531211
"196",121309,"Point Loma Nazarene University","CA",0.3617,0.6383,0.6176,0.023,0.218,0.0508,0.0086,0.0086,0.0586,0.25382263,0.0606936416,"San Diego","92106-2899",2,0.6232,4,3,1,18560,52300,0.925688051008816,0.737615049069255,0.94637659029689,0.868939464295383,0.869654788667586
